WOJ;POW;GMI;RODZ_GMI;SYM;SYM_UL;CECHA;NAZWA_1;NAZWA_2;STAN_NA
02;01;01;1;0935989;00692;ul.;Bankowa;;2026-05-29
02;01;01;1;0935989;01637;ul.;Bohaterów Getta;;2026-05-29
02;01;01;1;0935989;02276;ul.;Brzozowa;;2026-05-29
02;01;01;1;0935989;02629;ul.;Ceramiczna;;2026-05-29
02;01;01;1;0935989;03098;ul.;Cisowa;;2026-05-29
02;01;01;1;0935989;03811;ul.;Dębowa;;2026-05-29
02;01;01;1;0935989;05345;ul.;Garncarska;;2026-05-29
02;01;01;1;0935989;06825;ul.;Hutnicza;;2026-05-29
02;01;01;1;0935989;06934;ul.;Irysów;;2026-05-29
02;01;01;1;0935989;07123;ul.;Jana Pawła II;;2026-05-29
02;01;01;1;0935989;07380;ul.;Jaśminowa;;2026-05-29
02;01;01;1;0935989;08042;ul.;Karkonoska;;2026-05-29
02;01;01;1;0935989;09282;ul.;Kopernika;Mikołaja;2026-05-29
02;01;01;1;0935989;09546;ul.;Kościelna;;2026-05-29
02;01;01;1;0935989;10509;ul.;Kutuzowa;Michała;2026-05-29
02;01;01;1;0935989;12446;ul.;Masarska;;2026-05-29
02;01;01;1;0935989;12589;ul.;Meissnera;Janusza;2026-05-29
02;01;01;1;0935989;14618;ul.;Obrońców Helu;;2026-05-29
02;01;01;1;0935989;14914;ul.;Okrzei;Stefana;2026-05-29
02;01;01;1;0935989;15778;ul.;Pasteura;Ludwika;2026-05-29
02;01;01;1;0935989;16033;ul.;Piaskowa;;2026-05-29
02;01;01;1;0935989;17577;ul.;Prusa;Bolesława;2026-05-29
02;01;01;1;0935989;19404;ul.;Sadowa;;2026-05-29
02;01;01;1;0935989;20427;ul.;Jana Sobieskiego;;2026-05-29
02;01;01;1;0935989;20641;ul.;Spacerowa;;2026-05-29
02;01;01;1;0935989;20677;ul.;Spokojna;;2026-05-29
02;01;01;1;0935989;22965;ul.;Traugutta;Romualda;2026-05-29
02;01;01;1;0935989;23260;ul.;Tyrankiewiczów;Heleny i Wincentego;2026-05-29
02;01;01;1;0935989;23620;ul.;Wańkowicza;Melchiora;2026-05-29
02;01;01;1;0935989;24170;ul.;Wierzbowa;;2026-05-29
02;01;01;1;0935989;24317;ul.;Willowa;;2026-05-29
02;01;02;2;0189138;02264;ul.;Brzoskwiniowa;;2026-05-29
02;01;02;2;0189138;02276;ul.;Brzozowa;;2026-05-29
02;01;02;2;0189138;03191;ul.;Cyprysowa;;2026-05-29
02;01;02;2;0189138;03811;ul.;Dębowa;;2026-05-29
02;01;02;2;0189138;07380;ul.;Jaśminowa;;2026-05-29
02;01;02;2;0189138;10870;ul.;Leszczynowa;;2026-05-29
02;01;02;2;0189138;13311;ul.;Morwowa;;2026-05-29
02;01;02;2;0189138;22003;ul.;Szmaragdowa;;2026-05-29
02;01;02;2;0189138;24170;ul.;Wierzbowa;;2026-05-29
02;01;02;2;0189322;02276;ul.;Brzozowa;;2026-05-29
02;01;02;2;0189322;09546;ul.;Kościelna;;2026-05-29
02;01;02;2;0189322;20641;ul.;Spacerowa;;2026-05-29
02;01;02;2;0189322;21271;ul.;Strażacka;;2026-05-29
02;01;03;2;0364140;03811;ul.;Dębowa;;2026-05-29
02;01;03;2;0364140;07380;ul.;Jaśminowa;;2026-05-29
02;01;03;2;0364140;20677;ul.;Spokojna;;2026-05-29
02;01;04;4;0936262;02276;ul.;Brzozowa;;2026-05-29
02;01;04;4;0936262;05345;ul.;Garncarska;;2026-05-29
02;01;04;4;0936262;06600;ul.;Henryka Brodatego;;2026-05-29
02;01;04;4;0936262;09282;ul.;Kopernika;Mikołaja;2026-05-29
02;01;04;4;0936262;09546;ul.;Kościelna;;2026-05-29
02;01;04;5;0191543;02276;ul.;Brzozowa;;2026-05-29
02;01;04;5;0191543;03098;ul.;Cisowa;;2026-05-29
02;01;04;5;0191543;03811;ul.;Dębowa;;2026-05-29
02;01;04;5;0191589;09282;ul.;Kopernika;Mikołaja;2026-05-29
02;01;05;2;0191780;02276;ul.;Brzozowa;;2026-05-29
02;01;05;2;0191780;03811;ul.;Dębowa;;2026-05-29
02;01;05;2;0191780;07380;ul.;Jaśminowa;;2026-05-29
02;01;05;2;0191780;13665;ul.;Na Skarpie;;2026-05-29
02;01;05;2;0191780;16033;ul.;Piaskowa;;2026-05-29
02;01;05;2;0191780;20641;ul.;Spacerowa;;2026-05-29
02;01;05;2;0191780;20677;ul.;Spokojna;;2026-05-29
02;01;05;2;0191833;02276;ul.;Brzozowa;;2026-05-29
02;01;05;2;0191833;03811;ul.;Dębowa;;2026-05-29
02;01;05;2;0191833;06815;ul.;Husarska;;2026-05-29
02;01;05;2;0191833;07380;ul.;Jaśminowa;;2026-05-29
02;01;05;2;0191833;09546;ul.;Kościelna;;2026-05-29
02;01;05;2;0191833;22098;ul.;Sztabowa;;2026-05-29
02;02;01;1;0983818;00692;ul.;Bankowa;;2026-05-29
02;02;01;1;0983818;01637;ul.;Bohaterów Getta;;2026-05-29
02;02;01;1;0983818;02276;ul.;Brzozowa;;2026-05-29
02;02;01;1;0983818;02587;ul.;Ceglana;;2026-05-29
02;02;01;1;0983818;06507;ul.;Handlowa;;2026-05-29
02;02;01;1;0983818;09282;ul.;Kopernika;Mikołaja;2026-05-29
02;02;01;1;0983818;15360;ul.;Ostatnia;;2026-05-29
02;02;01;1;0983818;17577;ul.;Prusa;Bolesława;2026-05-29
02;02;01;1;0983818;21271;ul.;Strażacka;;2026-05-29
02;02;01;1;0983818;24317;ul.;Willowa;;2026-05-29
02;02;01;1;0983818;24364;ul.;Wiosenna;;2026-05-29
02;02;01;1;0983818;24540;ul.;Włókniarzy;;2026-05-29
02;02;02;1;0983988;01637;ul.;Bohaterów Getta;;2026-05-29
02;02;02;1;0983988;02229;ul.;Brzegowa;;2026-05-29
02;02;02;1;0983988;02264;ul.;Brzoskwiniowa;;2026-05-29
02;02;02;1;0983988;02276;ul.;Brzozowa;;2026-05-29
02;02;02;1;0983988;03034;ul.;Ciepłownicza;;2026-05-29
02;02;02;1;0983988;03098;ul.;Cisowa;;2026-05-29
02;02;02;1;0983988;03811;ul.;Dębowa;;2026-05-29
02;02;02;1;0983988;05345;ul.;Garncarska;;2026-05-29
02;02;02;1;0983988;07380;ul.;Jaśminowa;;2026-05-29
02;02;02;1;0983988;09282;ul.;Kopernika;Mikołaja;2026-05-29
02;02;02;1;0983988;09546;ul.;Kościelna;;2026-05-29
02;02;02;1;0983988;10870;ul.;Leszczynowa;;2026-05-29
02;02;02;1;0983988;14914;ul.;Okrzei;Stefana;2026-05-29
02;02;02;1;0983988;16033;ul.;Piaskowa;;2026-05-29
02;02;02;1;0983988;16166;ul.;Pieszycka;;2026-05-29
02;02;02;1;0983988;16880;ul.;Podwalna;;2026-05-29
02;02;02;1;0983988;17577;ul.;Prusa;Bolesława;2026-05-29
02;02;02;1;0983988;18296;ul.;Radiowców;;2026-05-29
02;02;02;1;0983988;20641;ul.;Spacerowa;;2026-05-29
02;02;02;1;0983988;20677;ul.;Spokojna;;2026-05-29
02;02;02;1;0983988;24170;ul.;Wierzbowa;;2026-05-29
02;02;02;1;0983988;24364;ul.;Wiosenna;;2026-05-29
02;02;04;1;0984491;01637;ul.;Bohaterów Getta;;2026-05-29
02;02;04;1;0984491;03570;ul.;Dalsza;;2026-05-29
02;02;04;1;0984491;14914;ul.;Okrzei;Stefana;2026-05-29
02;02;04;1;0984491;27302;pl.;Piastów Śląskich;;2026-05-29
02;02;05;2;0852163;09546;ul.;Kościelna;;2026-05-29
02;02;05;2;0852163;09572;ul.;Kościuszki;;2026-05-29
02;02;05;2;0852246;09546;ul.;Kościelna;;2026-05-29
02;02;05;2;0852246;24170;ul.;Wierzbowa;;2026-05-29
02;02;05;2;0852306;20641;ul.;Spacerowa;;2026-05-29
02;02;05;2;0852370;01144;os.;Białe;;2026-05-29
02;02;05;2;0852370;09546;ul.;Kościelna;;2026-05-29
02;02;05;2;0852370;25007;ul.;Wylotowa;;2026-05-29
02;02;06;2;0876749;24170;ul.;Wierzbowa;;2026-05-29
02;02;06;2;0876778;09546;ul.;Kościelna;;2026-05-29
02;02;06;2;0876778;20677;ul.;Spokojna;;2026-05-29
02;02;07;4;0984232;03811;ul.;Dębowa;;2026-05-29
02;02;07;4;0984232;06372;ul.;Gumińska;;2026-05-29
02;02;07;4;0984232;14914;ul.;Okrzei;Stefana;2026-05-29
02;02;07;4;0984232;21027;ul.;Stary Plac;;2026-05-29
02;02;07;4;0984232;21881;ul.;Szczytna;;2026-05-29
02;02;07;4;0984232;24364;ul.;Wiosenna;;2026-05-29
02;02;07;5;0853961;19404;ul.;Sadowa;;2026-05-29
02;02;07;5;0853961;20641;ul.;Spacerowa;;2026-05-29
02;03;01;1;0954082;02276;ul.;Brzozowa;;2026-05-29
02;03;01;1;0954082;03811;ul.;Dębowa;;2026-05-29
02;03;01;1;0954082;05286;ul.;Galla Anonima;;2026-05-29
02;03;01;1;0954082;05345;ul.;Garncarska;;2026-05-29
02;03;01;1;0954082;06160;ul.;Grodzisko;;2026-05-29
02;03;01;1;0954082;06422;ul.;Gwiaździsta;;2026-05-29
02;03;01;1;0954082;06600;ul.;Henryka Brodatego;;2026-05-29
02;03;01;1;0954082;07442;ul.;Jedności Robotniczej;;2026-05-29
04;01;04;2;0857344;18588;ul.;Relaksowa;;2026-05-29
04;01;04;2;0857344;22036;ul.;Szosa Ciechocińska;;2026-05-29
04;01;04;2;0857605;07122;pl.;Jana Pawła II;;2026-05-29
04;01;05;2;0858160;11926;ul.;Maja;1;2026-05-29
04;01;05;2;0858160;12740;ul.;Mickiewicza;Adama;2026-05-29
04;01;05;2;0858160;16111;ul.;Piekarska;;2026-05-29
04;01;05;2;0858160;24048;ul.;Wiejska;;2026-05-29
04;01;07;2;0867897;02974;ul.;Cicha;;2026-05-29
04;01;08;2;0871031;08828;ul.;Kolejowa;;2026-05-29
04;01;08;2;0871031;17635;ul.;Przechodnia;;2026-05-29
04;01;08;2;0871031;24885;ul.;Wspólna;;2026-05-29
04;01;09;2;0872243;02974;ul.;Cicha;;2026-05-29
04;01;09;2;0872243;06075;ul.;Graniczna;;2026-05-29
04;01;09;2;0872243;24048;ul.;Wiejska;;2026-05-29
04;01;09;2;0872243;26081;ul.;Zielona;;2026-05-29
04;02;01;1;0982954;00868;ul.;Batalionów Chłopskich;;2026-05-29
04;02;01;1;0982954;00910;ul.;Bazarowa;;2026-05-29
04;02;01;1;0982954;02974;ul.;Cicha;;2026-05-29
04;02;01;1;0982954;04425;ul.;Duży Rynek;;2026-05-29
04;02;01;1;0982954;04894;ul.;Familijna;;2026-05-29
04;02;01;1;0982954;06075;ul.;Graniczna;;2026-05-29
04;02;01;1;0982954;06130;ul.;Groblowa;;2026-05-29
04;02;01;1;0982954;06860;ul.;Iglasta;;2026-05-29
04;02;01;1;0982954;08828;ul.;Kolejowa;;2026-05-29
04;02;01;1;0982954;11561;ul.;Łazienna;;2026-05-29
04;02;01;1;0982954;18133;ul.;Pułku Piechoty;67;2026-05-29
04;02;01;1;0982954;19581;ul.;Sądowa;;2026-05-29
04;02;01;1;0982954;20014;ul.;Skarpa;;2026-05-29
04;02;01;1;0982954;20183;ul.;Skwarna;;2026-05-29
04;02;01;1;0982954;20336;ul.;Smoczyńskiego;Feliksa;2026-05-29
04;02;01;1;0982954;21143;ul.;Stepowa;;2026-05-29
04;02;01;1;0982954;21222;ul.;Stokowa;;2026-05-29
04;02;01;1;0982954;22508;ul.;Świerkowa;;2026-05-29
04;02;01;1;0982954;22659;ul.;Targowa;;2026-05-29
04;02;01;1;0982954;22880;ul.;Topolowa;;2026-05-29
04;02;01;1;0982954;24048;ul.;Wiejska;;2026-05-29
04;02;01;1;0982954;25084;ul.;Wyspiańskiego;Stanisława;2026-05-29
04;02;01;1;0982954;26081;ul.;Zielona;;2026-05-29
04;02;01;1;0982954;26611;ul.;Żwirowa;;2026-05-29
04;02;01;1;0982954;27780;ul.;Przy Strudze;;2026-05-29
04;02;03;2;0840941;11577;ul.;Łączna;;2026-05-29
04;02;03;2;0840993;06075;ul.;Graniczna;;2026-05-29
04;02;03;2;0840993;08585;ul.;Klubowa;;2026-05-29
04;02;03;2;0840993;10966;ul.;Letnia;;2026-05-29
04;02;03;2;0840993;13563;ul.;Myśliwska;;2026-05-29
04;02;03;2;0840993;24885;ul.;Wspólna;;2026-05-29
04;02;03;2;0840993;26479;ul.;Żmijewska;;2026-05-29
04;02;05;4;0983244;12740;ul.;Mickiewicza;Adama;2026-05-29
04;02;05;4;0983244;22659;ul.;Targowa;;2026-05-29
04;02;06;2;0843721;02974;ul.;Cicha;;2026-05-29
04;02;07;4;0983474;08828;ul.;Kolejowa;;2026-05-29
04;02;07;4;0983474;24048;ul.;Wiejska;;2026-05-29
04;02;07;4;0983474;24240;ul.;Wigury;;2026-05-29
04;03;01;2;0079496;00836;ul.;Barycka;;2026-05-29
04;03;01;2;0079496;01114;ul.;Betonowa;;2026-05-29
04;03;01;2;0079496;01132;ul.;Biała;;2026-05-29
04;03;01;2;0079496;02614;ul.;Centralna;;2026-05-29
04;03;01;2;0079496;03188;ul.;Cynowa;;2026-05-29
04;03;01;2;0079496;03513;ul.;Czysta;;2026-05-29
04;03;01;2;0079496;03557;ul.;Daleka;;2026-05-29
04;03;01;2;0079496;04308;ul.;Drzewna;;2026-05-29
04;03;01;2;0079496;05797;ul.;Gontowa;;2026-05-29
04;03;01;2;0079496;06415;ul.;Gwarna;;2026-05-29
04;03;01;2;0079496;06860;ul.;Iglasta;;2026-05-29
04;03;01;2;0079496;07984;ul.;Kapliczna;;2026-05-29
04;03;01;2;0079496;08828;ul.;Kolejowa;;2026-05-29
04;03;01;2;0079496;10718;ul.;Lawendowa;;2026-05-29
04;03;01;2;0079496;10738;ul.;Lechicka;;2026-05-29
02;01;01;1;0935989;00138;ul.;Agatowa;;2026-05-29
02;01;01;1;0935989;00470;ul.;Asnyka;Adama;2026-05-29
02;01;01;1;0935989;02849;ul.;Chopina;Fryderyka;2026-05-29
02;01;01;1;0935989;03055;ul.;Cieszkowskiego;Augusta;2026-05-29
02;01;01;1;0935989;03448;ul.;Czerwonych Maków;;2026-05-29
02;01;01;1;0935989;06029;ul.;Grabowa;;2026-05-29
02;01;01;1;0935989;07477;ul.;Jemiołowa;;2026-05-29
02;01;01;1;0935989;07506;ul.;Jesionowa;;2026-05-29
02;01;01;1;0935989;07804;ul.;Kalinowa;;2026-05-29
02;01;01;1;0935989;09213;ul.;Konstytucji 3 Maja;;2026-05-29
02;01;01;1;0935989;10003;ul.;Jadwigi;Królowej;2026-05-29
02;01;01;1;0935989;11903;ul.;Magistracka;;2026-05-29
02;01;01;1;0935989;13184;ul.;Modrzewiowa;;2026-05-29
02;01;01;1;0935989;13283;ul.;Morelowa;;2026-05-29
02;01;01;1;0935989;14655;ul.;Obrońców Westerplatte;;2026-05-29
02;01;01;1;0935989;16451;ul.;Plater;Emilii;2026-05-29
02;01;01;1;0935989;16634;ul.;Pod Lasem;;2026-05-29
02;01;01;1;0935989;17011;ul.;Polna;;2026-05-29
02;01;01;1;0935989;26469;ul.;Żeromskiego;Stefana;2026-05-29
02;01;02;2;0189138;00138;ul.;Agatowa;;2026-05-29
02;01;02;2;0189138;06967;ul.;Jabłoniowa;;2026-05-29
02;01;02;2;0189138;07506;ul.;Jesionowa;;2026-05-29
02;01;02;2;0189138;07804;ul.;Kalinowa;;2026-05-29
02;01;02;2;0189322;17011;ul.;Polna;;2026-05-29
02;01;03;2;0364140;04572;ul.;Działkowa;;2026-05-29
02;01;03;2;0364140;17011;ul.;Polna;;2026-05-29
02;01;03;2;0364140;33730;ul.;Sikorskiego;gen. Wł.;2026-05-29
02;01;04;4;0936262;00470;ul.;Asnyka;Adama;2026-05-29
02;01;04;4;0936262;02849;ul.;Chopina;Fryderyka;2026-05-29
02;01;04;4;0936262;06029;ul.;Grabowa;;2026-05-29
02;01;04;4;0936262;10493;ul.;Kusocińskiego;Janusza;2026-05-29
02;01;04;4;0936262;13132;ul.;Młyńska;;2026-05-29
02;01;04;4;0936262;13283;ul.;Morelowa;;2026-05-29
02;01;04;4;0936262;17011;ul.;Polna;;2026-05-29
02;01;04;5;0191543;13283;ul.;Morelowa;;2026-05-29
02;01;04;5;0191589;17011;ul.;Polna;;2026-05-29
02;01;04;5;0191589;19914;ul.;Sikorskiego;Władysława;2026-05-29
02;01;04;5;0191589;25133;ul.;Wyzwolenia;;2026-05-29
02;01;04;5;0191603;15733;ul.;Partyzantów;;2026-05-29
02;01;05;2;0191780;03448;ul.;Czerwonych Maków;;2026-05-29
02;01;05;2;0191780;07506;ul.;Jesionowa;;2026-05-29
02;01;05;2;0191780;17011;ul.;Polna;;2026-05-29
02;01;05;2;0191833;12065;ul.;Malinowa;;2026-05-29
02;01;05;2;0191833;17011;ul.;Polna;;2026-05-29
02;01;05;2;0191833;23345;ul.;Ułańska;;2026-05-29
02;02;01;1;0983818;00470;ul.;Asnyka;Adama;2026-05-29
02;02;01;1;0983818;02849;ul.;Chopina;Fryderyka;2026-05-29
02;02;01;1;0983818;04649;ul.;Dzierżoniowska;;2026-05-29
02;02;01;1;0983818;09329;ul.;Korczaka;Janusza;2026-05-29
02;02;01;1;0983818;11270;ul.;Lotnicza;;2026-05-29
02;02;01;1;0983818;14655;ul.;Obrońców Westerplatte;;2026-05-29
02;02;01;1;0983818;17011;ul.;Polna;;2026-05-29
02;02;01;1;0983818;21947;ul.;Szewska;;2026-05-29
02;02;01;1;0983818;25067;ul.;Wysoka;;2026-05-29
02;02;01;1;0983818;26469;ul.;Żeromskiego;Stefana;2026-05-29
02;02;02;1;0983988;00470;ul.;Asnyka;Adama;2026-05-29
02;02;02;1;0983988;02849;ul.;Chopina;Fryderyka;2026-05-29
02;02;02;1;0983988;03161;ul.;Cybulskiego;Zbyszka;2026-05-29
02;02;02;1;0983988;06029;ul.;Grabowa;;2026-05-29
02;02;02;1;0983988;07506;ul.;Jesionowa;;2026-05-29
02;02;02;1;0983988;09329;ul.;Korczaka;Janusza;2026-05-29
02;02;02;1;0983988;13132;ul.;Młyńska;;2026-05-29
02;02;02;1;0983988;13184;ul.;Modrzewiowa;;2026-05-29
02;02;02;1;0983988;13283;ul.;Morelowa;;2026-05-29
02;02;02;1;0983988;16191;ul.;Piękna;;2026-05-29
02;02;02;1;0983988;17011;ul.;Polna;;2026-05-29
02;03;01;1;0954082;07759;ul.;Kadłubka;Wincentego;2026-05-29
02;03;01;1;0954082;09546;ul.;Kościelna;;2026-05-29
02;03;01;1;0954082;11249;ul.;Lompy;Józefa;2026-05-29
02;03;01;1;0954082;11275;ul.;Lotników;;2026-05-29
02;03;01;1;0954082;11891;ul.;Magazynowa;;2026-05-29
02;03;01;1;0954082;13996;ul.;Narciarska;;2026-05-29
02;03;01;1;0954082;16033;ul.;Piaskowa;;2026-05-29
02;03;01;1;0954082;16484;ul.;Plutona;;2026-05-29
02;03;01;1;0954082;16961;ul.;Pola;Wincentego;2026-05-29
02;03;01;1;0954082;17421;ul.;Północna;;2026-05-29
02;03;01;1;0954082;17577;ul.;Prusa;Bolesława;2026-05-29
02;03;01;1;0954082;19071;ul.;Rudnowska;;2026-05-29
02;03;01;1;0954082;20068;ul.;Skłodowskiej-Curie;Marii;2026-05-29
02;03;01;1;0954082;20649;ul.;Spadzista;;2026-05-29
02;03;01;1;0954082;20677;ul.;Spokojna;;2026-05-29
02;03;01;1;0954082;22679;ul.;Tarnopolska;;2026-05-29
02;03;01;1;0954082;22907;ul.;Towarowa;;2026-05-29
02;03;01;1;0954082;23749;ul.;Wawelska;;2026-05-29
02;03;01;1;0954082;24170;ul.;Wierzbowa;;2026-05-29
02;03;01;1;0954082;24364;ul.;Wiosenna;;2026-05-29
02;03;01;1;0954082;26129;ul.;Ziemowita;;2026-05-29
02;03;01;1;0954082;26420;ul.;Żeglarska;;2026-05-29
04;01;04;2;0857344;16033;ul.;Piaskowa;;2026-05-29
04;01;04;2;0857605;10270;ul.;Księżyzna;;2026-05-29
04;01;04;2;0857605;20677;ul.;Spokojna;;2026-05-29
04;01;07;2;0867897;02276;ul.;Brzozowa;;2026-05-29
04;01;07;2;0867897;03811;ul.;Dębowa;;2026-05-29
04;01;07;2;0867897;20677;ul.;Spokojna;;2026-05-29
04;01;07;2;0867897;24170;ul.;Wierzbowa;;2026-05-29
04;01;09;2;0872243;02276;ul.;Brzozowa;;2026-05-29
04;01;09;2;0872243;06907;ul.;Inowrocławska;;2026-05-29
04;02;01;1;0982954;00148;ul.;Agrestowa;;2026-05-29
04;02;01;1;0982954;02587;ul.;Ceglana;;2026-05-29
04;02;01;1;0982954;03098;ul.;Cisowa;;2026-05-29
04;02;01;1;0982954;04907;ul.;Farna;;2026-05-29
04;02;01;1;0982954;07123;ul.;Jana Pawła II;;2026-05-29
04;02;01;1;0982954;08157;ul.;Kasprzaka;Marcina;2026-05-29
04;02;01;1;0982954;09546;ul.;Kościelna;;2026-05-29
04;02;01;1;0982954;09572;ul.;Kościuszki;;2026-05-29
04;02;01;1;0982954;13749;ul.;Nad Drwęcą;;2026-05-29
04;02;01;1;0982954;16961;ul.;Pola;Wincentego;2026-05-29
04;02;01;1;0982954;17421;ul.;Północna;;2026-05-29
04;02;01;1;0982954;17542;ul.;Promykowa;;2026-05-29
04;02;01;1;0982954;17577;ul.;Prusa;Bolesława;2026-05-29
04;02;01;1;0982954;20677;ul.;Spokojna;;2026-05-29
04;02;01;1;0982954;23814;ul.;Wczasowa;;2026-05-29
04;02;01;1;0982954;24170;ul.;Wierzbowa;;2026-05-29
04;02;01;1;0982954;26420;ul.;Żeglarska;;2026-05-29
04;02;01;1;0982954;36431;ul.;Kruszczyńskiego;Aleksandra;2026-05-29
04;02;03;2;0840929;03811;ul.;Dębowa;;2026-05-29
04;02;03;2;0840941;09784;ul.;Krajobrazowa;;2026-05-29
04;02;03;2;0840993;02276;ul.;Brzozowa;;2026-05-29
04;02;03;2;0840993;07380;ul.;Jaśminowa;;2026-05-29
04;02;03;2;0840993;09946;ul.;Krokusowa;;2026-05-29
04;02;03;2;0840993;17421;ul.;Północna;;2026-05-29
04;02;03;2;0840993;23810;ul.;Wąwozowa;;2026-05-29
04;02;03;2;0840993;23814;ul.;Wczasowa;;2026-05-29
04;02;03;2;0840993;24317;ul.;Willowa;;2026-05-29
04;02;03;2;0840993;33153;ul.;Pokrzywki;;2026-05-29
04;02;05;4;0983244;05083;ul.;Floriana;św.;2026-05-29
04;02;05;4;0983244;05265;ul.;Gajowa;;2026-05-29
04;02;05;4;0983244;09546;ul.;Kościelna;;2026-05-29
04;02;05;4;0983244;09572;ul.;Kościuszki;;2026-05-29
04;02;05;4;0983244;19253;ul.;Rynek;;2026-05-29
04;02;05;4;0983244;23814;ul.;Wczasowa;;2026-05-29
04;02;05;4;0983244;29454;ul.;Śmigockiego;ks.;2026-05-29
04;02;06;2;0843721;20677;ul.;Spokojna;;2026-05-29
04;03;01;2;0079496;10966;ul.;Letnia;;2026-05-29
04;03;01;2;0079496;19343;ul.;Rzepichy;;2026-05-29
04;03;01;2;0079496;22967;ul.;Trawiasta;;2026-05-29
04;03;01;2;0079510;04686;ul.;Dzika;;2026-05-29
04;03;01;2;0079510;06057;ul.;Gradowa;;2026-05-29
04;03;01;2;0079510;10417;ul.;Kupiecka;;2026-05-29
04;03;01;2;0079510;13563;ul.;Myśliwska;;2026-05-29
04;03;01;2;0079510;24048;ul.;Wiejska;;2026-05-29
04;03;01;2;0079510;24885;ul.;Wspólna;;2026-05-29
04;03;01;2;0079527;18201;ul.;Puszczyka;;2026-05-29
04;03;01;2;0079533;08828;ul.;Kolejowa;;2026-05-29
04;03;01;2;0079533;21143;ul.;Stepowa;;2026-05-29
04;03;01;2;0079533;22508;ul.;Świerkowa;;2026-05-29
04;03;01;2;0079533;22880;ul.;Topolowa;;2026-05-29
04;03;01;2;0079533;23983;ul.;Wiązowa;;2026-05-29
04;03;01;2;0079533;24477;ul.;Wjazdowa;;2026-05-29
04;03;01;2;0079533;24993;ul.;Wyjazdowa;;2026-05-29
04;03;01;2;0079540;02974;ul.;Cicha;;2026-05-29
04;03;01;2;0079540;04308;ul.;Drzewna;;2026-05-29
04;03;01;2;0079540;13563;ul.;Myśliwska;;2026-05-29
04;03;01;2;0079540;17304;ul.;Potulicka;;2026-05-29
04;03;01;2;0079540;23411;ul.;Urodzajna;;2026-05-29
04;03;01;2;0079540;24048;ul.;Wiejska;;2026-05-29
04;03;01;2;0079540;24885;ul.;Wspólna;;2026-05-29
04;03;01;2;0079562;02974;ul.;Cicha;;2026-05-29
04;03;01;2;0079562;06075;ul.;Graniczna;;2026-05-29
04;03;01;2;0079562;07329;ul.;Jaskółcza;;2026-05-29
04;03;01;2;0079562;10444;ul.;Kurkowa;;2026-05-29
04;03;01;2;0079562;26611;ul.;Żwirowa;;2026-05-29
04;03;01;2;0079562;36692;ul.;Koźlaka;;2026-05-29
04;03;01;2;0079579;02462;ul.;Bursztynowa;;2026-05-29
04;03;01;2;0079579;02974;ul.;Cicha;;2026-05-29
04;03;01;2;0079579;03773;ul.;Dereniowa;;2026-05-29
04;03;01;2;0079579;06057;ul.;Gradowa;;2026-05-29
04;03;01;2;0079579;06860;ul.;Iglasta;;2026-05-29
04;03;01;2;0079579;07499;ul.;Jesienna;;2026-05-29
04;03;01;2;0079579;07562;ul.;Jeżynowa;;2026-05-29
04;03;01;2;0079579;11919;ul.;Mahoniowa;;2026-05-29
04;03;01;2;0079579;12740;ul.;Mickiewicza;Adama;2026-05-29
04;03;01;2;0079579;15065;ul.;Opalowa;;2026-05-29
04;03;01;2;0079579;22355;ul.;Śluzowa;;2026-05-29
04;03;01;2;0079579;22508;ul.;Świerkowa;;2026-05-29
04;03;01;2;0079579;23232;ul.;Tygrysia;;2026-05-29
04;03;01;2;0079579;23983;ul.;Wiązowa;;2026-05-29
04;03;01;2;0079579;25084;ul.;Wyspiańskiego;Stanisława;2026-05-29
04;03;01;2;0079579;37309;ul.;Na Tarasie;;2026-05-29
04;03;01;2;0079585;22880;ul.;Topolowa;;2026-05-29
04;03;01;2;0079591;01264;ul.;Bielika;;2026-05-29
04;03;01;2;0079591;01518;ul.;Bociania;;2026-05-29
04;03;01;2;0079591;02462;ul.;Bursztynowa;;2026-05-29
04;03;01;2;0079591;03513;ul.;Czysta;;2026-05-29
04;03;01;2;0079591;03557;ul.;Daleka;;2026-05-29
04;03;01;2;0079591;06077;ul.;Granitowa;;2026-05-29
04;03;01;2;0079591;07329;ul.;Jaskółcza;;2026-05-29
04;03;01;2;0079591;07879;ul.;Kamienna;;2026-05-29
04;03;01;2;0079591;08841;ul.;Kolibra;;2026-05-29
04;03;01;2;0079591;09316;ul.;Koralowa;;2026-05-29
04;03;01;2;0079591;09911;ul.;Kresowa;;2026-05-29
04;03;01;2;0079591;13797;ul.;Nad Potokiem;;2026-05-29
04;03;01;2;0079591;15065;ul.;Opalowa;;2026-05-29
04;03;01;2;0079591;20121;ul.;Skowronka;;2026-05-29
04;03;01;2;0079591;21143;ul.;Stepowa;;2026-05-29
04;03;01;2;0079591;24477;ul.;Wjazdowa;;2026-05-29
04;03;01;2;0079591;36688;ul.;Płotki;;2026-05-29
04;03;01;2;0079591;36690;ul.;Troci;;2026-05-29
04;03;01;2;0079622;06075;ul.;Graniczna;;2026-05-29
04;03;01;2;0079622;22355;ul.;Śluzowa;;2026-05-29
04;03;01;2;0079622;37294;ul.;Podziałowa;;2026-05-29
02;01;01;1;0935989;00476;ul.;Astrów;;2026-05-29
02;01;01;1;0935989;02058;ul.;Bratków;;2026-05-29
02;01;01;1;0935989;02099;ul.;Brody;Mikołaja;2026-05-29
